,power.jaap_rodenburg_2.prod.obs.kw.geco.h
2024-01-13 04:00:00+00:00,0.10411184210526316
2024-01-13 05:00:00+00:00,0.18141447368421051
2024-01-13 06:00:00+00:00,0.3055921052631579
2024-01-13 07:00:00+00:00,0.6407894736842106
2024-01-13 08:00:00+00:00,0.4723684210526316
2024-01-13 09:00:00+00:00,0.39539473684210524
2024-01-13 10:00:00+00:00,0.2712171052631579
2024-01-13 11:00:00+00:00,0.19901315789473684
2024-01-13 12:00:00+00:00,0.1925986842105263
2024-01-13 13:00:00+00:00,0.24276315789473685
2024-01-13 14:00:00+00:00,0.24391447368421051
2024-01-13 15:00:00+00:00,0.22088815789473684
2024-01-13 16:00:00+00:00,0.5128289473684211
2024-01-13 17:00:00+00:00,0.5986842105263158
2024-01-13 18:00:00+00:00,0.7133223684210527
2024-01-13 19:00:00+00:00,0.6241776315789473
2024-01-13 20:00:00+00:00,0.38223684210526315
2024-01-13 21:00:00+00:00,0.45016447368421053
2024-01-13 22:00:00+00:00,0.51875
2024-01-13 23:00:00+00:00,0.6251644736842106
2024-01-14 00:00:00+00:00,0.5207236842105263
2024-01-14 01:00:00+00:00,0.4541118421052632
2024-01-14 02:00:00+00:00,0.4381578947368421
2024-01-14 03:00:00+00:00,0.2618421052631579
2024-01-14 04:00:00+00:00,0.21480263157894736
2024-01-14 05:00:00+00:00,0.19539473684210526
2024-01-14 06:00:00+00:00,0.17861842105263157
2024-01-14 07:00:00+00:00,0.2774671052631579
2024-01-14 08:00:00+00:00,0.2901315789473684
2024-01-14 09:00:00+00:00,0.31282894736842104
2024-01-14 10:00:00+00:00,0.3
2024-01-14 11:00:00+00:00,0.1375
2024-01-14 12:00:00+00:00,0.19325657894736842
2024-01-14 13:00:00+00:00,0.48042763157894736
2024-01-14 14:00:00+00:00,0.2087171052631579
2024-01-14 15:00:00+00:00,0.19013157894736843
2024-01-14 16:00:00+00:00,0.3006578947368421
2024-01-14 17:00:00+00:00,0.44391447368421055
2024-01-14 18:00:00+00:00,0.43601973684210527
2024-01-14 19:00:00+00:00,0.6046052631578948
2024-01-14 20:00:00+00:00,0.7486842105263158
2024-01-14 21:00:00+00:00,0.5064144736842106
2024-01-14 22:00:00+00:00,0.48273026315789475
2024-01-14 23:00:00+00:00,0.6065789473684211
2024-01-15 00:00:00+00:00,0.9108552631578948
2024-01-15 01:00:00+00:00,0.7792763157894737
2024-01-15 02:00:00+00:00,0.6703947368421053
2024-01-15 03:00:00+00:00,0.3491776315789474
2024-01-15 04:00:00+00:00,0.6527960526315789
2024-01-15 05:00:00+00:00,0.33305921052631576
2024-01-15 06:00:00+00:00,0.1574013157894737
2024-01-15 07:00:00+00:00,0.40411184210526313
2024-01-15 08:00:00+00:00,0.6682565789473685
2024-01-15 09:00:00+00:00,0.5175986842105263
2024-01-15 10:00:00+00:00,0.7519736842105263
2024-01-15 11:00:00+00:00,0.5327302631578947
2024-01-15 12:00:00+00:00,0.4394736842105263
2024-01-15 13:00:00+00:00,0.647203947368421
2024-01-15 14:00:00+00:00,0.8018092105263158
2024-01-15 15:00:00+00:00,0.9266447368421052
2024-01-15 16:00:00+00:00,0.8057565789473684
2024-01-15 17:00:00+00:00,0.34901315789473686
2024-01-15 18:00:00+00:00,0.21792763157894737
2024-01-15 19:00:00+00:00,0.0861842105263158
